,episode,round,state,action,reward,done,model
100,0,100,[-0.7147358  -0.00440101],2.0,-1.0,False,Sarsa
101,0,101,[-0.71678054 -0.00204476],0.0,-1.0,False,Sarsa
102,0,102,[-0.7184562  -0.00167565],2.0,-1.0,False,Sarsa
103,0,103,[-7.177522e-01  7.039544e-04],1.0,-1.0,False,Sarsa
104,0,104,[-0.7156731   0.00207916],0.0,-1.0,False,Sarsa
105,0,105,[-0.7132318   0.00244131],1.0,-1.0,False,Sarsa
106,0,106,[-0.7094437   0.00378807],2.0,-1.0,False,Sarsa
107,0,107,[-0.7033329   0.00611081],0.0,-1.0,False,Sarsa
108,0,108,[-0.69693846  0.00639444],1.0,-1.0,False,Sarsa
109,0,109,[-0.6893018   0.00763668],2.0,-1.0,False,Sarsa
110,0,110,[-0.67947286  0.0098289 ],1.0,-1.0,False,Sarsa
111,0,111,[-0.66851705  0.01095581],2.0,-1.0,False,Sarsa
112,0,112,[-0.6555083   0.01300878],0.0,-1.0,False,Sarsa
113,0,113,[-0.6425358   0.01297248],1.0,-1.0,False,Sarsa
114,0,114,[-0.6286901  0.0138457],2.0,-1.0,False,Sarsa
115,0,115,[-0.61306924  0.01562089],0.0,-1.0,False,Sarsa
116,0,116,[-0.59778535  0.01528389],2.0,-1.0,False,Sarsa
117,0,117,[-0.5809496   0.01683571],1.0,-1.0,False,Sarsa
118,0,118,[-0.5636859   0.01726372],2.0,-1.0,False,Sarsa
119,0,119,[-0.54512227  0.01856365],1.0,-1.0,False,Sarsa
120,0,120,[-0.5263973   0.01872496],0.0,-1.0,False,Sarsa
121,0,121,[-0.5086513   0.01774595],2.0,-1.0,False,Sarsa
122,0,122,[-0.49001744  0.01863389],2.0,-1.0,False,Sarsa
123,0,123,[-0.470635    0.01938245],1.0,-1.0,False,Sarsa
124,0,124,[-0.4516481   0.01898689],0.0,-1.0,False,Sarsa
125,0,125,[-0.43419665  0.01745144],2.0,-1.0,False,Sarsa
126,0,126,[-0.4164077   0.01778894],2.0,-1.0,False,Sarsa
127,0,127,[-0.39840892  0.01799879],1.0,-1.0,False,Sarsa
128,0,128,[-0.38132715  0.01708178],0.0,-1.0,False,Sarsa
129,0,129,[-0.3662803   0.01504685],1.0,-1.0,False,Sarsa
130,0,130,[-0.35237002  0.01391028],2.0,-1.0,False,Sarsa
131,0,131,[-0.33868822  0.0136818 ],2.0,-1.0,False,Sarsa
132,0,132,[-0.32532322  0.01336501],0.0,-1.0,False,Sarsa
133,0,133,[-0.3143591  0.0109641],0.0,-1.0,False,Sarsa
134,0,134,[-0.30586326  0.00849585],1.0,-1.0,False,Sarsa
135,0,135,[-0.29888675  0.00697651],2.0,-1.0,False,Sarsa
136,0,136,[-0.2924708   0.00641595],2.0,-1.0,False,Sarsa
137,0,137,[-0.2866527   0.00581809],1.0,-1.0,False,Sarsa
138,0,138,[-0.2824658   0.00418692],0.0,-1.0,False,Sarsa
139,0,139,[-0.2809337   0.00153208],1.0,-1.0,False,Sarsa
140,0,140,[-2.8106508e-01 -1.3135647e-04],0.0,-1.0,False,Sarsa
141,0,141,[-0.28385913 -0.00279406],2.0,-1.0,False,Sarsa
142,0,142,[-0.28730017 -0.00344105],1.0,-1.0,False,Sarsa
143,0,143,[-0.2923687  -0.00506854],0.0,-1.0,False,Sarsa
144,0,144,[-0.30003572 -0.00766699],2.0,-1.0,False,Sarsa
145,0,145,[-0.3082565 -0.0082208],1.0,-1.0,False,Sarsa
146,0,146,[-0.31798235 -0.00972585],1.0,-1.0,False,Sarsa
147,0,147,[-0.32915437 -0.01117202],1.0,-1.0,False,Sarsa
148,0,148,[-0.34170341 -0.01254904],0.0,-1.0,False,Sarsa
149,0,149,[-0.35654998 -0.01484655],2.0,-1.0,False,Sarsa
150,0,150,[-0.3715976  -0.01504763],1.0,-1.0,False,Sarsa
151,0,151,[-0.38774613 -0.01614854],1.0,-1.0,False,Sarsa
152,0,152,[-0.4048856  -0.01713946],0.0,-1.0,False,Sarsa
153,0,153,[-0.4238967  -0.01901111],0.0,-1.0,False,Sarsa
154,0,154,[-0.44464448 -0.02074777],2.0,-1.0,False,Sarsa
155,0,155,[-0.4649789  -0.02033441],1.0,-1.0,False,Sarsa
156,0,156,[-0.48575068 -0.0207718 ],0.0,-1.0,False,Sarsa
157,0,157,[-0.5078057  -0.02205505],0.0,-1.0,False,Sarsa
158,0,158,[-0.53097916 -0.02317345],2.0,-1.0,False,Sarsa
159,0,159,[-0.5530973 -0.0221181],0.0,-1.0,False,Sarsa
160,0,160,[-0.57599443 -0.02289715],0.0,-1.0,False,Sarsa
161,0,161,[-0.59950024 -0.0235058 ],0.0,-1.0,False,Sarsa
162,0,162,[-0.6234417  -0.02394145],1.0,-1.0,False,Sarsa
163,0,163,[-0.6466454  -0.02320377],2.0,-1.0,False,Sarsa
164,0,164,[-0.6679472  -0.02130174],2.0,-1.0,False,Sarsa
165,0,165,[-0.68719983 -0.01925264],0.0,-1.0,False,Sarsa
166,0,166,[-0.70627415 -0.01907431],1.0,-1.0,False,Sarsa
167,0,167,[-0.72404593 -0.0177718 ],2.0,-1.0,False,Sarsa
168,0,168,[-0.73940337 -0.01535743],0.0,-1.0,False,Sarsa
169,0,169,[-0.754253   -0.01484961],0.0,-1.0,False,Sarsa
170,0,170,[-0.7685075  -0.01425449],2.0,-1.0,False,Sarsa
171,0,171,[-0.780086   -0.01157853],1.0,-1.0,False,Sarsa
172,0,172,[-0.78992516 -0.00983916],2.0,-1.0,False,Sarsa
173,0,173,[-0.7969727  -0.00704755],0.0,-1.0,False,Sarsa
174,0,174,[-0.8031922  -0.00621947],2.0,-1.0,False,Sarsa
175,0,175,[-0.8065521 -0.0033599],1.0,-1.0,False,Sarsa
176,0,176,[-0.8080357  -0.00148358],0.0,-1.0,False,Sarsa
177,0,177,[-8.086356e-01 -5.999316e-04],1.0,-1.0,False,Sarsa
178,0,178,[-0.8073489   0.00128668],2.0,-1.0,False,Sarsa
179,0,179,[-0.803182    0.00416694],0.0,-1.0,False,Sarsa
180,0,180,[-0.79815555  0.00502646],1.0,-1.0,False,Sarsa
181,0,181,[-0.79129493  0.00686057],2.0,-1.0,False,Sarsa
182,0,182,[-0.78163564  0.00965933],0.0,-1.0,False,Sarsa
183,0,183,[-0.7712286   0.01040703],1.0,-1.0,False,Sarsa
184,0,184,[-0.7591305   0.01209808],2.0,-1.0,False,Sarsa
185,0,185,[-0.7444093  0.0147212],0.0,-1.0,False,Sarsa
186,0,186,[-0.72915053  0.01525879],1.0,-1.0,False,Sarsa
187,0,187,[-0.712446    0.01670456],2.0,-1.0,False,Sarsa
188,0,188,[-0.6933996   0.01904636],0.0,-1.0,False,Sarsa
189,0,189,[-0.6741341  0.0192655],2.0,-1.0,False,Sarsa
190,0,190,[-0.65277755  0.02135652],1.0,-1.0,False,Sarsa
191,0,191,[-0.6304763  0.0223013],0.0,-1.0,False,Sarsa
192,0,192,[-0.60838705  0.02208921],2.0,-1.0,False,Sarsa
193,0,193,[-0.58466876  0.02371829],2.0,-1.0,False,Sarsa
194,0,194,[-0.55949503  0.02517376],0.0,-1.0,False,Sarsa
195,0,195,[-0.53505254  0.02444246],1.0,-1.0,False,Sarsa
196,0,196,[-0.5105242   0.02452835],2.0,-1.0,False,Sarsa
197,0,197,[-0.4850939   0.02543031],1.0,-1.0,False,Sarsa
198,0,198,[-0.45995173  0.02514217],2.0,-1.0,False,Sarsa
199,0,199,[-0.43428403  0.02566771],0.0,-1.0,False,Sarsa
200,0,200,[-0.4102782   0.02400584],2.0,-1.0,False,Sarsa
201,0,201,[-0.38610598  0.02417221],1.0,-1.0,False,Sarsa
202,0,202,[-0.362936    0.02317001],0.0,-1.0,False,Sarsa
203,0,203,[-0.34192482  0.02101115],2.0,-1.0,False,Sarsa
204,0,204,[-0.32120976  0.02071506],1.0,-1.0,False,Sarsa
205,0,205,[-0.30192107  0.0192887 ],2.0,-1.0,False,Sarsa
206,0,206,[-0.28317508  0.01874599],0.0,-1.0,False,Sarsa
207,0,207,[-0.26707995  0.01609514],2.0,-1.0,False,Sarsa
208,0,208,[-0.25172436  0.0153556 ],1.0,-1.0,False,Sarsa
209,0,209,[-0.23818913  0.01353521],2.0,-1.0,False,Sarsa
210,0,210,[-0.22554237  0.01264677],0.0,-1.0,False,Sarsa
211,0,211,[-0.21584481  0.00969755],2.0,-1.0,False,Sarsa
212,0,212,[-0.2071412   0.00870361],1.0,-1.0,False,Sarsa
213,0,213,[-0.20047021  0.00667099],2.0,-1.0,False,Sarsa
214,0,214,[-0.19486056  0.00560964],0.0,-1.0,False,Sarsa
215,0,215,[-0.19233578  0.00252479],1.0,-1.0,False,Sarsa
216,0,216,[-0.19190624  0.00042954],2.0,-1.0,False,Sarsa
217,0,217,[-0.19257371 -0.00066746],0.0,-1.0,False,Sarsa
218,0,218,[-0.19633545 -0.00376174],1.0,-1.0,False,Sarsa
219,0,219,[-0.20217592 -0.00584047],0.0,-1.0,False,Sarsa
220,0,220,[-0.21107048 -0.00889455],2.0,-1.0,False,Sarsa
221,0,221,[-0.22098035 -0.00990988],0.0,-1.0,False,Sarsa
222,0,222,[-0.2338607  -0.01288034],1.0,-1.0,False,Sarsa
223,0,223,[-0.2486506 -0.0147899],0.0,-1.0,False,Sarsa
224,0,224,[-0.2662766 -0.017626 ],2.0,-1.0,False,Sarsa
225,0,225,[-0.28464648 -0.01836987],0.0,-1.0,False,Sarsa
226,0,226,[-0.30565888 -0.02101241],1.0,-1.0,False,Sarsa
227,0,227,[-0.32819185 -0.02253297],0.0,-1.0,False,Sarsa
228,0,228,[-0.35310787 -0.02491601],0.0,-1.0,False,Sarsa
229,0,229,[-0.38024753 -0.02713967],1.0,-1.0,False,Sarsa
230,0,230,[-0.4084295  -0.02818197],2.0,-1.0,False,Sarsa
231,0,231,[-0.43645817 -0.02802865],1.0,-1.0,False,Sarsa
232,0,232,[-0.46513295 -0.02867479],0.0,-1.0,False,Sarsa
233,0,233,[-0.495244   -0.03011104],1.0,-1.0,False,Sarsa
234,0,234,[-0.5255674  -0.03032344],0.0,-1.0,False,Sarsa
235,0,235,[-0.5568761  -0.03130868],1.0,-1.0,False,Sarsa
236,0,236,[-0.5879356  -0.03105951],2.0,-1.0,False,Sarsa
237,0,237,[-0.6175156  -0.02957998],0.0,-1.0,False,Sarsa
238,0,238,[-0.6474005  -0.02988488],1.0,-1.0,False,Sarsa
239,0,239,[-0.6763781  -0.02897757],0.0,-1.0,False,Sarsa
240,0,240,[-0.7052495  -0.02887142],2.0,-1.0,False,Sarsa
241,0,241,[-0.73182493 -0.02657548],0.0,-1.0,False,Sarsa
242,0,242,[-0.7579383  -0.02611339],1.0,-1.0,False,Sarsa
243,0,243,[-0.7824354  -0.02449708],2.0,-1.0,False,Sarsa
244,0,244,[-0.8041805 -0.0217451],0.0,-1.0,False,Sarsa
245,0,245,[-0.8250611  -0.02088058],1.0,-1.0,False,Sarsa
246,0,246,[-0.84397656 -0.01891546],2.0,-1.0,False,Sarsa
247,0,247,[-0.8598424  -0.01586586],2.0,-1.0,False,Sarsa
248,0,248,[-0.8725929  -0.01275047],0.0,-1.0,False,Sarsa
249,0,249,[-0.8841786  -0.01158568],1.0,-1.0,False,Sarsa
250,0,250,[-0.8935573  -0.00937873],2.0,-1.0,False,Sarsa
251,0,251,[-0.89969695 -0.00613963],1.0,-1.0,False,Sarsa
252,0,252,[-0.9035774  -0.00388042],0.0,-1.0,False,Sarsa
253,0,253,[-0.9061863 -0.0026089],2.0,-1.0,False,Sarsa
254,0,254,[-9.0551555e-01  6.7071710e-04],2.0,-1.0,False,Sarsa
255,0,255,[-0.9015673   0.00394827],1.0,-1.0,False,Sarsa
256,0,256,[-0.89535385  0.00621345],0.0,-1.0,False,Sarsa
257,0,257,[-0.88789535  0.00745851],2.0,-1.0,False,Sarsa
258,0,258,[-0.87721694  0.01067841],1.0,-1.0,False,Sarsa
259,0,259,[-0.8643566   0.01286035],2.0,-1.0,False,Sarsa
260,0,260,[-0.848363    0.01599358],1.0,-1.0,False,Sarsa
261,0,261,[-0.8303011   0.01806185],0.0,-1.0,False,Sarsa
262,0,262,[-0.8112501   0.01905101],1.0,-1.0,False,Sarsa
263,0,263,[-0.7902997   0.02095043],2.0,-1.0,False,Sarsa
264,0,264,[-0.76655567  0.023744  ],1.0,-1.0,False,Sarsa
265,0,265,[-0.7411466   0.02540907],2.0,-1.0,False,Sarsa
266,0,266,[-0.71321934  0.02792729],0.0,-1.0,False,Sarsa
267,0,267,[-0.68494534  0.02827397],1.0,-1.0,False,Sarsa
268,0,268,[-0.655508    0.02943737],2.0,-1.0,False,Sarsa
269,0,269,[-0.62410694  0.03140107],0.0,-1.0,False,Sarsa
270,0,270,[-0.5929634   0.03114351],2.0,-1.0,False,Sarsa
271,0,271,[-0.5603034  0.03266  ],2.0,-1.0,False,Sarsa
272,0,272,[-0.5263687   0.03393473],1.0,-1.0,False,Sarsa
273,0,273,[-0.4924132  0.0339555],0.0,-1.0,False,Sarsa
274,0,274,[-0.45969126  0.03272195],2.0,-1.0,False,Sarsa
275,0,275,[-0.42644566  0.03324557],1.0,-1.0,False,Sarsa
276,0,276,[-0.39391845  0.0325272 ],2.0,-1.0,False,Sarsa
277,0,277,[-0.3613395   0.03257895],0.0,-1.0,False,Sarsa
278,0,278,[-0.33093002  0.03040949],1.0,-1.0,False,Sarsa
279,0,279,[-0.3018864   0.02904361],2.0,-1.0,False,Sarsa
280,0,280,[-0.27338573  0.02850069],0.0,-1.0,False,Sarsa
281,0,281,[-0.24759032  0.02579542],1.0,-1.0,False,Sarsa
282,0,282,[-0.22363637  0.02395393],2.0,-1.0,False,Sarsa
283,0,283,[-0.20064059  0.02299579],0.0,-1.0,False,Sarsa
284,0,284,[-0.18070543  0.01993517],2.0,-1.0,False,Sarsa
285,0,285,[-0.16191182  0.01879362],1.0,-1.0,False,Sarsa
286,0,286,[-0.14532901  0.01658279],0.0,-1.0,False,Sarsa
287,0,287,[-0.13201237  0.01331666],2.0,-1.0,False,Sarsa
288,0,288,[-0.1200022   0.01201016],1.0,-1.0,False,Sarsa
289,0,289,[-0.11033177  0.00967043],0.0,-1.0,False,Sarsa
290,0,290,[-0.10402565  0.00630613],1.0,-1.0,False,Sarsa
291,0,291,[-0.10009877  0.00392688],2.0,-1.0,False,Sarsa
292,0,292,[-0.09756     0.00253876],1.0,-1.0,False,Sarsa
293,0,293,[-0.09741493  0.00014508],0.0,-1.0,False,Sarsa
294,0,294,[-0.10066385 -0.00324892],2.0,-1.0,False,Sarsa
295,0,295,[-0.10529964 -0.00463579],1.0,-1.0,False,Sarsa
296,0,296,[-0.11231172 -0.00701208],0.0,-1.0,False,Sarsa
297,0,297,[-0.12268323 -0.01037151],1.0,-1.0,False,Sarsa
298,0,298,[-0.13538732 -0.01270409],2.0,-1.0,False,Sarsa
299,0,299,[-0.14938802 -0.0140007 ],1.0,-1.0,False,Sarsa
300,0,300,[-0.16564183 -0.01625381],0.0,-1.0,False,Sarsa
301,0,301,[-0.18509327 -0.01945144],2.0,-1.0,False,Sarsa
302,0,302,[-0.20566909 -0.02057582],0.0,-1.0,False,Sarsa
303,0,303,[-0.22928396 -0.02361486],1.0,-1.0,False,Sarsa
304,0,304,[-0.25483033 -0.02554639],2.0,-1.0,False,Sarsa
305,0,305,[-0.28118107 -0.02635072],0.0,-1.0,False,Sarsa
306,0,306,[-0.31019384 -0.02901277],1.0,-1.0,False,Sarsa
307,0,307,[-0.34070003 -0.03050619],2.0,-1.0,False,Sarsa
308,0,308,[-0.37151015 -0.03081013],0.0,-1.0,False,Sarsa
309,0,309,[-0.4044218  -0.03291163],2.0,-1.0,False,Sarsa
310,0,310,[-0.43720832 -0.03278654],0.0,-1.0,False,Sarsa
311,0,311,[-0.47163555 -0.03442723],1.0,-1.0,False,Sarsa
312,0,312,[-0.50645095 -0.03481538],2.0,-1.0,False,Sarsa
313,0,313,[-0.5403949  -0.03394393],0.0,-1.0,False,Sarsa
314,0,314,[-0.5752129  -0.03481802],1.0,-1.0,False,Sarsa
315,0,315,[-0.60964537 -0.03443246],2.0,-1.0,False,Sarsa
316,0,316,[-0.6424396  -0.03279425],0.0,-1.0,False,Sarsa
317,0,317,[-0.6753613  -0.03292171],1.0,-1.0,False,Sarsa
318,0,318,[-0.7071837  -0.03182241],2.0,-1.0,False,Sarsa
319,0,319,[-0.7366978  -0.02951408],0.0,-1.0,False,Sarsa
320,0,320,[-0.7657203 -0.0290225],1.0,-1.0,False,Sarsa
321,0,321,[-0.7930824  -0.02736211],0.0,-1.0,False,Sarsa
322,0,322,[-0.81963646 -0.02655406],2.0,-1.0,False,Sarsa
323,0,323,[-0.8432508  -0.02361436],0.0,-1.0,False,Sarsa
324,0,324,[-0.8658187  -0.02256788],1.0,-1.0,False,Sarsa
325,0,325,[-0.88624763 -0.02042894],0.0,-1.0,False,Sarsa
326,0,326,[-0.9054624  -0.01921475],2.0,-1.0,False,Sarsa
327,0,327,[-0.9213998  -0.01593737],1.0,-1.0,False,Sarsa
328,0,328,[-0.93501306 -0.01361329],2.0,-1.0,False,Sarsa
329,0,329,[-0.9452666  -0.01025355],0.0,-1.0,False,Sarsa
330,0,330,[-0.95413613 -0.00886953],1.0,-1.0,False,Sarsa
331,0,331,[-0.96060246 -0.00646633],0.0,-1.0,False,Sarsa
332,0,332,[-0.96565264 -0.00505021],1.0,-1.0,False,Sarsa
333,0,333,[-0.96827734 -0.00262465],2.0,-1.0,False,Sarsa
334,0,334,[-9.6747172e-01  8.0560846e-04],0.0,-1.0,False,Sarsa
335,0,335,[-0.96523726  0.00223444],1.0,-1.0,False,Sarsa
336,0,336,[-0.960578    0.00465925],2.0,-1.0,False,Sarsa
337,0,337,[-0.95250267  0.00807532],0.0,-1.0,False,Sarsa
338,0,338,[-0.94302756  0.00947511],1.0,-1.0,False,Sarsa
339,0,339,[-0.93117356  0.01185402],2.0,-1.0,False,Sarsa
340,0,340,[-0.91596943  0.0152041 ],0.0,-1.0,False,Sarsa
341,0,341,[-0.8994566   0.01651286],2.0,-1.0,False,Sarsa
342,0,342,[-0.8796853   0.01977129],1.0,-1.0,False,Sarsa
343,0,343,[-0.8577231  0.0219622],2.0,-1.0,False,Sarsa
344,0,344,[-0.832654    0.02506908],0.0,-1.0,False,Sarsa
345,0,345,[-0.80658513  0.02606889],2.0,-1.0,False,Sarsa
346,0,346,[-0.77763975  0.02894537],0.0,-1.0,False,Sarsa
347,0,347,[-0.74796826  0.02967152],1.0,-1.0,False,Sarsa
348,0,348,[-0.71673816  0.03123006],0.0,-1.0,False,Sarsa
349,0,349,[-0.6851393   0.03159891],2.0,-1.0,False,Sarsa
350,0,350,[-0.65137565  0.03376359],1.0,-1.0,False,Sarsa
351,0,351,[-0.61667705  0.03469862],2.0,-1.0,False,Sarsa
352,0,352,[-0.58028936  0.03638767],0.0,-1.0,False,Sarsa
353,0,353,[-0.5444786  0.0358108],2.0,-1.0,False,Sarsa
354,0,354,[-0.5075113  0.0369673],1.0,-1.0,False,Sarsa
355,0,355,[-0.4706646   0.03684669],0.0,-1.0,False,Sarsa
356,0,356,[-0.43521324  0.03545135],2.0,-1.0,False,Sarsa
357,0,357,[-0.39941704  0.0357962 ],2.0,-1.0,False,Sarsa
358,0,358,[-0.3635308   0.03588623],1.0,-1.0,False,Sarsa
359,0,359,[-0.3287995   0.03473133],0.0,-1.0,False,Sarsa
360,0,360,[-0.2964474   0.03235209],2.0,-1.0,False,Sarsa
361,0,361,[-0.2646701   0.03177728],1.0,-1.0,False,Sarsa
362,0,362,[-0.23464532  0.0300248 ],2.0,-1.0,False,Sarsa
363,0,363,[-0.20552626  0.02911905],1.0,-1.0,False,Sarsa
364,0,364,[-0.17844686  0.0270794 ],0.0,-1.0,False,Sarsa
365,0,365,[-0.15451771  0.02392916],2.0,-1.0,False,Sarsa
366,0,366,[-0.13182472  0.02269299],1.0,-1.0,False,Sarsa
367,0,367,[-0.11143877  0.02038595],0.0,-1.0,False,Sarsa
368,0,368,[-0.09441441  0.01702436],2.0,-1.0,False,Sarsa
369,0,369,[-0.07879043  0.01562398],1.0,-1.0,False,Sarsa
370,0,370,[-0.06559693  0.01319349],0.0,-1.0,False,Sarsa
