,episode,round,state,action,reward,done,model
13,0,13,"[ 6.7453383e-04  1.4426752e+00  8.0446348e-02 -7.0677168e-04
 -1.2624435e-01 -3.5724598e-01  0.0000000e+00  0.0000000e+00]",3.0,-3.6856606222525725,False,Sarsa
14,0,14,"[ 1.3796806e-03  1.4420737e+00  9.0454087e-02 -2.8547604e-02
 -1.4613762e-01 -3.9790124e-01  0.0000000e+00  0.0000000e+00]",1.0,-3.3994828610103114,False,Sarsa
15,0,15,"[ 0.00201788  1.4408829   0.08198132 -0.05480499 -0.16431186 -0.3635178
  0.          0.        ]",0.0,-2.104520004129141,False,Sarsa
16,0,16,"[ 0.00265703  1.4390967   0.08202678 -0.08150323 -0.1824841  -0.3634782
  0.          0.        ]",1.0,-3.340777110563238,False,Sarsa
17,0,17,"[ 0.00321379  1.4367342   0.07159159 -0.10703525 -0.19850758 -0.32049838
  0.          0.        ]",2.0,-2.709908375807258,False,Sarsa
18,0,18,"[ 0.00396652  1.4350635   0.091038   -0.07644503 -0.21442701 -0.3184176
  0.          0.        ]",3.0,-0.7356978458421282,False,Sarsa
19,0,19,"[ 0.00479012  1.4327712   0.09988157 -0.10451575 -0.23217781 -0.35504785
  0.          0.        ]",0.0,-4.14518681350475,False,Sarsa
20,0,20,"[ 0.00561495  1.429883    0.09992446 -0.13121122 -0.24992485 -0.35497236
  0.          0.        ]",2.0,-3.5222091331493175,False,Sarsa
21,0,21,"[ 0.00649528  1.4274576   0.10594831 -0.11095265 -0.2682374  -0.3662849
  0.          0.        ]",1.0,-0.7375727945960648,False,Sarsa
22,0,22,"[ 0.00729065  1.4244707   0.09512916 -0.1356911  -0.28425163 -0.32031327
  0.          0.        ]",2.0,-2.5633751374323013,False,Sarsa
23,0,23,"[ 0.00812387  1.4220262   0.09962682 -0.11192586 -0.30108985 -0.3367949
  0.          0.        ]",2.0,-0.15255687495521214,False,Sarsa
24,0,24,"[ 0.00910177  1.4205637   0.11479664 -0.06860867 -0.3187359  -0.3529533
  0.          0.        ]",2.0,-0.3083044860124062,False,Sarsa
25,0,25,"[ 0.01026974  1.4198068   0.13413677 -0.03755533 -0.3368085  -0.36145177
  0.          0.        ]",1.0,-2.588224404011714,False,Sarsa
26,0,26,"[ 0.01137409  1.4185002   0.12589084 -0.06176578 -0.35301435 -0.32411683
  0.          0.        ]",0.0,-1.6139416592509395,False,Sarsa
27,0,27,"[ 0.01247911  1.416597    0.12587968 -0.08845315 -0.3692199  -0.32411107
  0.          0.        ]",0.0,-2.7934548392552188,False,Sarsa
28,0,28,"[ 0.01358509  1.414097    0.12586802 -0.11514039 -0.38542515 -0.32410508
  0.          0.        ]",3.0,-3.0453415579988814,False,Sarsa
29,0,29,"[ 0.01475906  1.410955    0.13436243 -0.14433299 -0.4035647  -0.36279118
  0.          0.        ]",1.0,-4.191557609051187,False,Sarsa
30,0,30,"[ 0.01584492  1.4072701   0.12309486 -0.16798374 -0.41918042 -0.31231424
  0.          0.        ]",2.0,-2.3306154507310723,False,Sarsa
31,0,31,"[ 0.01703701  1.4039625   0.1343381  -0.15158138 -0.43557358 -0.32786316
  0.          0.        ]",2.0,-1.0385860947676122,False,Sarsa
32,0,32,"[ 0.01826458  1.400643    0.13833033 -0.15245827 -0.45258293 -0.34018746
  0.          0.        ]",0.0,-2.0023756481979147,False,Sarsa
33,0,33,"[ 0.01949329  1.396727    0.13831474 -0.1791468  -0.46959198 -0.34018075
  0.          0.        ]",1.0,-3.3577230067828907,False,Sarsa
34,0,34,"[ 0.02064171  1.392266    0.12803583 -0.20279862 -0.4842491  -0.2931423
  0.          0.        ]",3.0,-2.401902009882234,False,Sarsa
35,0,35,"[ 0.02184849  1.3871626   0.13532472 -0.23204966 -0.5006518  -0.32805339
  0.          0.        ]",2.0,-4.040982093054736,False,Sarsa
36,0,36,"[ 0.0234622   1.3822988   0.17552868 -0.22142293 -0.51664555 -0.31987545
  0.          0.        ]",1.0,-2.8088233039526243,False,Sarsa
37,0,37,"[ 0.02500763  1.3768833   0.16679867 -0.24539709 -0.53061616 -0.27941233
  0.          0.        ]",0.0,-2.304407954400317,False,Sarsa
38,0,38,"[ 0.02655392  1.3708701   0.16678639 -0.27207795 -0.5445866  -0.27940854
  0.          0.        ]",2.0,-3.039965774812458,False,Sarsa
39,0,39,"[ 0.02827454  1.3648419   0.18432537 -0.27294236 -0.55880195 -0.28430587
  0.          0.        ]",1.0,-2.144558364589659,False,Sarsa
40,0,40,"[ 0.0299365   1.3582712   0.17671552 -0.29647273 -0.5710962  -0.24588446
  0.          0.        ]",3.0,-2.185165507342275,False,Sarsa
41,0,41,"[ 0.03165378  1.3510381   0.18379118 -0.32670864 -0.5853111  -0.28429884
  0.          0.        ]",2.0,-3.703555806961218,False,Sarsa
42,0,42,"[ 0.03371315  1.3438362   0.21767804 -0.32534876 -0.5992822  -0.27942175
  0.          0.        ]",1.0,-2.6417417447852243,False,Sarsa
43,0,43,"[ 0.03572712  1.3360928   0.21164557 -0.3488762  -0.6115858  -0.24607155
  0.          0.        ]",0.0,-2.1516371291122014,False,Sarsa
44,0,44,"[ 0.03774195  1.3277512   0.21163476 -0.3755533  -0.62388927 -0.246069
  0.          0.        ]",2.0,-2.7045495343952837,False,Sarsa
45,0,45,"[ 0.04041767  1.3199309   0.27726966 -0.3522667  -0.6357317  -0.2368488
  0.          0.        ]",1.0,-2.4322184038413353,False,Sarsa
46,0,46,"[ 0.04301643  1.3115982   0.2673066  -0.37401778 -0.64486575 -0.1826799
  0.          0.        ]",3.0,-1.2610364703894266,False,Sarsa
47,0,47,"[ 0.04569683  1.3025867   0.27758163 -0.40535015 -0.65670276 -0.23674068
  0.          0.        ]",0.0,-3.4786327830941546,False,Sarsa
48,0,48,"[ 0.0483778   1.2929766   0.27757093 -0.43202618 -0.6685397  -0.23673837
  0.          0.        ]",2.0,-2.455571871099835,False,Sarsa
49,0,49,"[ 0.05149317  1.2836678   0.3210116  -0.41877976 -0.6805231  -0.23966798
  0.          0.        ]",1.0,-1.9952275555626386,False,Sarsa
50,0,50,"[ 0.05456104  1.2738097   0.31490472 -0.44255486 -0.6908685  -0.20690787
  0.          0.        ]",3.0,-1.6420275277088467,False,Sarsa
51,0,51,"[ 0.05769739  1.2632692   0.32361093 -0.47402635 -0.7037135  -0.25690013
  0.          0.        ]",1.0,-3.35518556028279,False,Sarsa
52,0,52,"[ 0.06076412  1.2522095   0.31464252 -0.49609014 -0.71406394 -0.2070091
  0.          0.        ]",1.0,-1.324836567019729,False,Sarsa
53,0,53,"[ 0.06377754  1.2406344   0.30752748 -0.5180482  -0.7221721  -0.16216329
  0.          0.        ]",1.0,-1.199205783777045,False,Sarsa
54,0,54,"[ 0.06672373  1.2285504   0.2987835  -0.5395292  -0.72767144 -0.10998724
  0.          0.        ]",1.0,-0.817287742021988,False,Sarsa
55,0,55,"[ 0.06962509  1.2159392   0.292842   -0.5621173  -0.73125726 -0.07171597
  0.          0.        ]",2.0,-0.8543187004666197,False,Sarsa
56,0,56,"[ 0.07322703  1.203542    0.36233914 -0.55227345 -0.73410755 -0.05700538
  0.          0.        ]",1.0,-2.039015843297693,False,Sarsa
57,0,57,"[ 0.07676039  1.1906276   0.35358447 -0.5741157  -0.7344359  -0.00656735
  0.          0.        ]",0.0,-0.16966045774031954,False,Sarsa
58,0,58,"[ 0.08029375  1.1771134   0.35358444 -0.60078233 -0.7347643  -0.00656765
  0.          0.        ]",1.0,-0.9923816694458765,False,Sarsa
59,0,59,"[ 0.08376446  1.1631002   0.34530213 -0.6217449  -0.73241735  0.04694038
  0.          0.        ]",1.0,0.16959878700319678,False,Sarsa
60,0,60,"[ 0.08718796  1.1485672   0.3390135  -0.64392114 -0.72799945  0.08835839
  0.          0.        ]",1.0,0.1843248350099043,False,Sarsa
61,0,61,"[ 0.09056425  1.1335087   0.33277124 -0.66640025 -0.72159564  0.12807554
  0.          0.        ]",1.0,0.3700115004625968,False,Sarsa
62,0,62,"[ 0.09388876  1.1179101   0.32613346 -0.6896049  -0.7133303   0.1653049
  0.          0.        ]",3.0,0.5271315440873832,False,Sarsa
63,0,63,"[ 0.09726419  1.1016539   0.33258876 -0.71965843 -0.7068792   0.12902229
  0.          0.        ]",1.0,-0.7901584564882842,False,Sarsa
64,0,64,"[ 0.10056753  1.0848918   0.32324278 -0.7409659  -0.69769025  0.18377888
  0.          0.        ]",0.0,0.9676374962142245,False,Sarsa
65,0,65,"[ 0.10387144  1.0675306   0.32323593 -0.7676379  -0.68850136  0.18377784
  0.          0.        ]",0.0,0.16471768012684151,False,Sarsa
66,0,66,"[ 0.10717573  1.0495703   0.32322913 -0.79431    -0.67931247  0.18377668
  0.          0.        ]",0.0,0.20912083655218794,False,Sarsa
67,0,67,"[ 0.1104805   1.0310109   0.32322246 -0.8209821  -0.6701237   0.18377563
  0.          0.        ]",0.0,0.2543815332971917,False,Sarsa
68,0,68,"[ 0.11378584  1.0118523   0.3232158  -0.8476543  -0.660935    0.18377455
  0.          0.        ]",0.0,0.3003814115171508,False,Sarsa
69,0,69,"[ 0.11709166  0.99209464  0.3232093  -0.87432647 -0.6517463   0.18377346
  0.          0.        ]",0.0,0.3470031027762843,False,Sarsa
70,0,70,"[ 0.12039776  0.97173774  0.32320282 -0.9009987  -0.6425577   0.18377239
  0.          0.        ]",0.0,0.3941160195329303,False,Sarsa
71,0,71,"[ 0.12370443  0.9507819   0.3231964  -0.9276709  -0.6333691   0.18377131
  0.          0.        ]",0.0,0.4415939881329791,False,Sarsa
72,0,72,"[ 0.12701158  0.92922693  0.3231901  -0.95434326 -0.62418056  0.18377022
  0.          0.        ]",0.0,0.4893354138887389,False,Sarsa
73,0,73,"[ 0.13031903  0.9070729   0.32318383 -0.9810156  -0.614992    0.18376914
  0.          0.        ]",0.0,0.5372571386331515,False,Sarsa
74,0,74,"[ 0.13362703  0.8843199   0.32317767 -1.007688   -0.60580367  0.18376797
  0.          0.        ]",0.0,0.5851876105654696,False,Sarsa
75,0,75,"[ 0.13693543  0.8609675   0.3231716  -1.0343604  -0.59661525  0.18376693
  0.          0.        ]",0.0,0.6331140469737306,False,Sarsa
76,0,76,"[ 0.1402442   0.83701646  0.3231656  -1.0610329  -0.5874269   0.18376593
  0.          0.        ]",0.0,0.6807669631733688,False,Sarsa
77,0,77,"[ 0.14355345  0.81246614  0.32315966 -1.0877055  -0.57823867  0.18376352
  0.          0.        ]",0.0,0.7281441072349253,False,Sarsa
78,0,78,"[ 0.14686307  0.78731674  0.32315382 -1.114378   -0.5690505   0.1837624
  0.          0.        ]",0.0,0.775055897128766,False,Sarsa
79,0,79,"[ 0.1501731   0.7615684   0.32314807 -1.1410506  -0.55986243  0.18376136
  0.          0.        ]",0.0,0.8212901273504372,False,Sarsa
80,0,80,"[ 0.15348358  0.73522097  0.3231424  -1.1677231  -0.5506744   0.18376032
  0.          0.        ]",0.0,0.866742407171671,False,Sarsa
81,0,81,"[ 0.15679435  0.70827454  0.3231368  -1.1943957  -0.5414863   0.18375936
  0.          0.        ]",0.0,0.9111030956416357,False,Sarsa
82,0,82,"[ 0.16010562  0.6807292   0.3231313  -1.2210685  -0.5322984   0.18375829
  0.          0.        ]",1.0,0.9541214215213074,False,Sarsa
83,0,83,"[ 0.16336307  0.65262955  0.31624252 -1.2451835  -0.5214325   0.21731706
  0.          0.        ]",0.0,1.5490553657604107,False,Sarsa
84,0,84,"[ 0.16662121  0.62393105  0.316235   -1.2718586  -0.5105668   0.21731523
  0.          0.        ]",0.0,1.1965712051533615,False,Sarsa
85,0,85,"[ 0.16987982  0.5946341   0.3162277  -1.2985339  -0.49970114  0.21731344
  0.          0.        ]",0.0,1.2336346485935792,False,Sarsa
86,0,86,"[ 0.1731389   0.56473845  0.3162205  -1.3252093  -0.48883557  0.21731165
  0.          0.        ]",0.0,1.2675979882958757,False,Sarsa
87,0,87,"[ 0.17639847  0.53424424  0.31621343 -1.3518847  -0.4779701   0.21730983
  0.          0.        ]",0.0,1.2976557229186767,False,Sarsa
88,0,88,"[ 0.1796586   0.50315154  0.31620654 -1.3785602  -0.4671047   0.217308
  0.          0.        ]",2.0,1.322791806186956,False,Sarsa
89,0,89,"[ 0.18315545  0.4723376   0.340049   -1.3663063  -0.45648205  0.21245277
  0.          0.        ]",2.0,4.165571877122443,False,Sarsa
90,0,90,"[ 0.18725137  0.44213772  0.399138   -1.3388399  -0.44502258  0.2291902
  0.          0.        ]",2.0,4.582661168795863,False,Sarsa
91,0,91,"[ 0.19160815  0.41249973  0.42558342 -1.314081   -0.43401626  0.22012644
  0.          0.        ]",2.0,4.912317637590076,False,Sarsa
92,0,92,"[ 0.19612618  0.38329956  0.44227123 -1.2948767  -0.42367944  0.20673642
  0.          0.        ]",1.0,4.455840777205123,False,Sarsa
93,0,93,"[ 0.20057097  0.35356236  0.43283564 -1.3182045  -0.411101    0.25156882
  0.          0.        ]",2.0,1.7226152911578663,False,Sarsa
94,0,94,"[ 0.20509806  0.32382038  0.44135103 -1.3186128  -0.39890775  0.24386546
  0.          0.        ]",2.0,2.9309397684155387,False,Sarsa
95,0,95,"[ 0.20973358  0.29433304  0.452675   -1.3075371  -0.3872753   0.23264866
  0.          0.        ]",2.0,3.7361522284068487,False,Sarsa
96,0,96,"[ 0.21474305  0.26559564  0.48998237 -1.2742808  -0.37561396  0.23322709
  0.          0.        ]",2.0,4.696784488694317,False,Sarsa
97,0,97,"[ 0.22012396  0.2373655   0.5267524  -1.251742   -0.3636067   0.24014549
  0.          0.        ]",2.0,3.401063775720826,False,Sarsa
98,0,98,"[ 0.2257059   0.2096823   0.5471726  -1.2276112  -0.3519884   0.23236553
  0.          0.        ]",2.0,3.8293332109617895,False,Sarsa
99,0,99,"[ 0.23138542  0.18208037  0.5571641  -1.224154   -0.3406711   0.2263465
  0.          0.        ]",2.0,2.1004597944706065,False,Sarsa
100,0,100,"[ 0.23727731  0.15442172  0.57801497 -1.2266765  -0.3289874   0.2336742
  0.          0.        ]",2.0,0.8965923965315141,False,Sarsa
101,0,101,"[ 0.2435358   0.12695082  0.6138298  -1.2182486  -0.3164843   0.2500612
  0.          0.        ]",2.0,0.9849299382000083,False,Sarsa
102,0,102,"[ 0.24993344  0.10016456  0.6282962  -1.1880455  -0.30460256  0.23763502
  0.          0.        ]",1.0,3.446419394320924,False,Sarsa
103,0,103,"[ 0.25624362  0.07283321  0.617134   -1.2118831  -0.29026735  0.2867042
  0.          0.        ]",0.0,0.0883166091109058,False,Sarsa
104,0,104,"[ 0.26255426  0.04490448  0.61712635 -1.2385662  -0.27593234  0.28670013
  0.          0.        ]",2.0,-0.9465372776441541,False,Sarsa
105,0,105,"[ 0.26896447  0.01739682  0.62743115 -1.2200565  -0.2620123   0.27840108
  0.          0.        ]",1.0,1.9620238233797067,False,Sarsa
106,0,106,"[ 0.27530318 -0.01067826  0.6183573  -1.2450856  -0.24617672  0.31671134
  0.          0.        ]",3.0,-0.8693609371792934,False,Sarsa
107,0,107,"[ 0.2817293  -0.03937096  0.6292139  -1.2730476  -0.23256877  0.272159
  0.          1.        ]",3.0,7.447603540297963,False,Sarsa
108,0,108,"[ 0.28806907 -0.06813804  0.64194226 -1.2796764  -0.2406212  -0.16105543
  1.          1.        ]",1.0,6.848917396898458,False,Sarsa
109,0,109,"[ 2.9549724e-01 -8.3355464e-02  9.3009597e-01 -1.8534477e-01
 -2.9015163e-01 -9.0402679e-08  1.0000000e+00  1.0000000e+00]",,-100.0,True,Sarsa
110,1,0,"[-0.00670662  1.403722   -0.67932355 -0.31993902  0.00777806  0.15387677
  0.          0.        ]",3.0,,False,Sarsa
111,1,1,"[-0.01332445  1.3959419  -0.6671985  -0.3458231   0.01313478  0.10714515
  0.          0.        ]",3.0,0.14728089714265138,False,Sarsa
112,1,2,"[-0.01988335  1.3875703  -0.6598     -0.37211236  0.01699949  0.07730137
  0.          0.        ]",3.0,-0.18734433481284782,False,Sarsa
113,1,3,"[-0.02635708  1.3785925  -0.64911497 -0.3990283   0.01872075  0.03442841
  0.          0.        ]",3.0,0.23913657789930312,False,Sarsa
114,1,4,"[-0.03275232  1.369019   -0.6392618  -0.42548302  0.01846463 -0.00512272
  0.          0.        ]",3.0,0.34300044317220224,False,Sarsa
115,1,5,"[-0.03906069  1.3588427  -0.62837803 -0.45225328  0.01602778 -0.04874163
  0.          0.        ]",3.0,0.5853203658294615,False,Sarsa
116,1,6,"[-0.04528856  1.3480682  -0.61828077 -0.47882745  0.01156871 -0.08918973
  0.          0.        ]",3.0,0.6923847272203727,False,Sarsa
117,1,7,"[-0.0514226   1.3366984  -0.606504   -0.5052895   0.00475139 -0.13635905
  0.          0.        ]",2.0,1.026576783143356,False,Sarsa
118,1,8,"[-0.05761252  1.3259904  -0.6118362  -0.4759025  -0.00231247 -0.1412905
  0.          0.        ]",2.0,2.416224415028137,False,Sarsa
119,1,9,"[-0.06389074  1.3160541  -0.62023985 -0.4416493  -0.00980714 -0.1499072
  0.          0.        ]",1.0,1.2858642152520587,False,Sarsa
120,1,10,"[-0.07026605  1.3055162  -0.63243127 -0.46838886 -0.01485241 -0.10091468
  0.          0.        ]",2.0,-2.072547703342791,False,Sarsa
121,1,11,"[-0.07654428  1.295001   -0.62315696 -0.46740252 -0.01946888 -0.09233776
  0.          0.        ]",2.0,1.0553718216383003,False,Sarsa
122,1,12,"[-0.08282089  1.28462    -0.6229628  -0.46144494 -0.02412327 -0.09309614
  0.          0.        ]",2.0,0.6035872200537653,False,Sarsa
123,1,13,"[-0.08923073  1.2744172  -0.63557297 -0.45355168 -0.02946441 -0.10683273
  0.          0.        ]",2.0,-0.4148970070034636,False,Sarsa
124,1,14,"[-0.09569807  1.2643497  -0.6409963  -0.44756836 -0.03514499 -0.11362167
  0.          0.        ]",3.0,-0.008968389079075212,False,Sarsa
125,1,15,"[-0.10209656  1.2536676  -0.6323508  -0.47495344 -0.04256239 -0.1483616
  0.          0.        ]",2.0,-0.6633379288921606,False,Sarsa
126,1,16,"[-0.10845117  1.2431657  -0.62807465 -0.4669823  -0.04987808 -0.14632697
  0.          0.        ]",2.0,0.781210990368163,False,Sarsa
127,1,17,"[-0.11472978  1.233439   -0.6206102  -0.4325598  -0.05705297 -0.1435111
  0.          0.        ]",2.0,2.5122972338981926,False,Sarsa
128,1,18,"[-0.12108841  1.224488   -0.6279841  -0.39812797 -0.06484713 -0.1558975
  0.          0.        ]",0.0,1.043823020722283,False,Sarsa
129,1,19,"[-0.12744674  1.2149379  -0.6279624  -0.4248077  -0.07263946 -0.15586087
  0.          0.        ]",2.0,-1.3538284062271089,False,Sarsa
130,1,20,"[-0.13358125  1.2062095  -0.6063213  -0.3882847  -0.07971306 -0.14148474
  0.          0.        ]",2.0,3.610807958371322,False,Sarsa
131,1,21,"[-0.13971071  1.1975521  -0.60567206 -0.38517427 -0.08692989 -0.14434926
  0.          0.        ]",2.0,-0.008669101514971078,False,Sarsa
132,1,22,"[-0.14565067  1.189137   -0.58738345 -0.37440497 -0.09349565 -0.13132727
  0.          0.        ]",2.0,1.9295656682529738,False,Sarsa
133,1,23,"[-0.15147133  1.1807072  -0.575839   -0.37505478 -0.09968001 -0.12369809
  0.          0.        ]",2.0,0.7808291490712918,False,Sarsa
134,1,24,"[-0.15705748  1.1727772  -0.55314    -0.35281822 -0.10512176 -0.1088448
  0.          0.        ]",2.0,2.9821467461815816,False,Sarsa
135,1,25,"[-0.16267815  1.1656649  -0.5559588  -0.31655076 -0.11118193 -0.12120356
  0.          0.        ]",2.0,1.354655528101955,False,Sarsa
136,1,26,"[-0.16812249  1.1590755  -0.5387609  -0.29329422 -0.1168167  -0.11269531
  0.          0.        ]",2.0,2.346264339475579,False,Sarsa
137,1,27,"[-0.17344323  1.1530809  -0.5265392  -0.26686093 -0.12231382 -0.10994234
  0.          0.        ]",2.0,1.9772482007046335,False,Sarsa
138,1,28,"[-0.17874174  1.1471988  -0.52415794 -0.26190215 -0.12797765 -0.11327703
  0.          0.        ]",2.0,0.07048629531142298,False,Sarsa
139,1,29,"[-0.18410921  1.1420448  -0.5302106  -0.22964396 -0.13448133 -0.13007338
  0.          0.        ]",2.0,0.2887972673528168,False,Sarsa
140,1,30,"[-0.18926048  1.1377438  -0.5089997  -0.19172199 -0.14059643 -0.1223018
  0.          0.        ]",2.0,2.819270216132776,False,Sarsa
141,1,31,"[-0.19428273  1.1342577  -0.496069   -0.15553106 -0.14673242 -0.12272014
  0.          0.        ]",2.0,1.7496272093897403,False,Sarsa
142,1,32,"[-0.19929647  1.1317091  -0.49456143 -0.11396086 -0.15352342 -0.13582024
  0.          0.        ]",2.0,0.42196696474946976,False,Sarsa
143,1,33,"[-0.20433068  1.1298593  -0.4959225  -0.08300599 -0.16102214 -0.14997461
  0.          0.        ]",2.0,-0.4861860511876614,False,Sarsa
144,1,34,"[-0.20914502  1.1288432  -0.47423252 -0.04595514 -0.1682266  -0.14408907
  0.          0.        ]",2.0,1.6295348971056967,False,Sarsa
145,1,35,"[-0.2139326   1.1285567  -0.47100377 -0.01363848 -0.17599648 -0.15539774
  0.          0.        ]",2.0,-0.6117415443961705,False,Sarsa
146,1,36,"[-0.21879497  1.128341   -0.4777895  -0.01060863 -0.18446958 -0.16946173
  0.          0.        ]",2.0,-1.8882911977950017,False,Sarsa
147,1,37,"[-0.2236363   1.1288872  -0.47502875  0.02310777 -0.19361822 -0.182973
  0.          0.        ]",0.0,-1.129902447457613,False,Sarsa
148,1,38,"[-0.22847748  1.1288342  -0.47503075 -0.00356579 -0.20276682 -0.18297192
  0.          0.        ]",0.0,-0.9500962277084,False,Sarsa
149,1,39,"[-0.23331852  1.1281824  -0.47503287 -0.03023933 -0.21191534 -0.1829709
  0.          0.        ]",2.0,-1.0430625068756854,False,Sarsa
150,1,40,"[-2.3780736e-01  1.1282132e+00 -4.4058666e-01  1.5103963e-04
 -2.2030419e-01 -1.6777696e-01  0.0000000e+00  0.0000000e+00]",2.0,2.307125114038212,False,Sarsa
151,1,41,"[-0.24223976  1.1284069  -0.434694    0.00730424 -0.22895251 -0.17296647
  0.          0.        ]",2.0,-0.692870870700449,False,Sarsa
152,1,42,"[-0.24668074  1.1287206  -0.43504363  0.01250775 -0.23814441 -0.18383795
  0.          0.        ]",3.0,-1.3906682337081862,False,Sarsa
153,1,43,"[-0.2510314   1.1284106  -0.423731   -0.01564439 -0.24966994 -0.23051086
  0.          0.        ]",3.0,-0.1255958100354337,False,Sarsa
154,1,44,"[-0.2553207   1.1274834  -0.41607976 -0.04345499 -0.26278666 -0.26233396
  0.          0.        ]",2.0,-0.7774471702205108,False,Sarsa
155,1,45,"[-0.25937682  1.1273496  -0.39272612 -0.00830717 -0.27597874 -0.263842
  0.          0.        ]",2.0,0.8564484043313711,False,Sarsa
156,1,46,"[-0.2631154   1.1278397  -0.36139864  0.01938163 -0.28878707 -0.25616646
  0.          0.        ]",1.0,1.3766427683623987,False,Sarsa
157,1,47,"[-0.26693153  1.1277602  -0.37118012 -0.00563253 -0.2995395  -0.21504815
  0.          0.        ]",2.0,-2.1152861864750023,False,Sarsa
158,1,48,"[-0.27058578  1.1278627  -0.3550327   0.00238285 -0.3102887  -0.2149839
  0.          0.        ]",0.0,0.14860824997064698,False,Sarsa
159,1,49,"[-0.27423972  1.1273667  -0.35503703 -0.02429306 -0.3210378  -0.2149822
  0.          0.        ]",2.0,-1.1951409547729384,False,Sarsa
160,1,50,"[-0.27771354  1.1267773  -0.33734834 -0.02845336 -0.33148965 -0.20903738
  0.          0.        ]",2.0,0.36154485411621523,False,Sarsa
161,1,51,"[-0.2810041   1.126157   -0.31927985 -0.02984842 -0.3417115  -0.20443706
  0.          0.        ]",2.0,0.4462255427069522,False,Sarsa
162,1,52,"[-0.28409776  1.1254432  -0.2999443  -0.03398845 -0.3515991  -0.1977523
  0.          0.        ]",2.0,0.5859822450419017,False,Sarsa
163,1,53,"[-0.2871297   1.12481    -0.29336804 -0.03057205 -0.36194175 -0.20685291
  0.          0.        ]",2.0,-0.6567809949601326,False,Sarsa
164,1,54,"[-0.28990135  1.1242639  -0.26773974 -0.02669132 -0.37190914 -0.19934782
  0.          0.        ]",2.0,1.2762659920783619,False,Sarsa
165,1,55,"[-0.29228514  1.124036   -0.2295951  -0.01244128 -0.38123503 -0.18651792
  0.          0.        ]",2.0,2.6432127985401737,False,Sarsa
166,1,56,"[-0.29465446  1.1238908  -0.22750148 -0.00899992 -0.39128253 -0.20094974
  0.          0.        ]",2.0,-1.1253084028928015,False,Sarsa
167,1,57,"[-0.296676    1.1241547  -0.19304466  0.00918558 -0.40103018 -0.19495319
  0.          0.        ]",2.0,2.089919969168716,False,Sarsa
168,1,58,"[-0.2982549   1.1247132  -0.14956827  0.02243719 -0.40997043 -0.1788049
  0.          0.        ]",3.0,2.9137281463335514,False,Sarsa
169,1,59,"[-0.2997768   1.124641   -0.14242047 -0.00606881 -0.4205001  -0.21059307
  0.          0.        ]",2.0,-0.2458755321789272,False,Sarsa
